Lapas numurs,Sludinājumidatums_2,Iela,Ist.,m2,Stāvs,Sērija,Veids,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Adrese,Iela full,Rajons,Merged,Year
49,"Dzīvoklis labā stāvoklī, silts, saulains, daļēji mēbelēts, pakeš",,3,58,1/4,Hrušč.,Pardod,"65,000",1120.689655,Berģu,9,"Latvia, Riga,",Berģi Berģu 9,Berģi,"Latvia, Riga, Berģi Berģu 9",2019
67,"Продается ухоженная, светлая 3-х комнатная квартира. Занесена",,3,73,5/12,104.,Pardod,"65,000",890.4109589,Purvciema,13,"Latvia, Riga,",Purvciems Purvciema 13,Purvciems,"Latvia, Riga, Purvciems Purvciema 13",2019
70,Pārdod 3 istabu dzīvokli ar pārdomātu un ērtu plānojumu Purvciem,,3,75,1/9,119.,Pardod,"65,000",866.6666667,Deglava,51,"Latvia, Riga,",Purvciems Deglava 51,Purvciems,"Latvia, Riga, Purvciems Deglava 51",2019
75,Готова к проживанию - только что законченный капитальный ремонт,,3,56,4/5,Specpr.,Pardod,"65,000",1160.714286,Salaspils 2,k-1,"Latvia, Riga,",Ķengarags Salaspils 2 K-1,Ķengarags,"Latvia, Riga, Ķengarags Salaspils 2 K-1",2019
86,"Хозяйка продает светлую, тёплую, просторную трёхкомнатную кварти",,3,61,5/9,467.,Pardod,"65,000",1065.57377,Maskavas,219A,"Latvia, Riga,",Ķengarags Maskavas 219A,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 219A",2019
86,"Хозяйка продает светлую, тёплую, просторную трёхкомнатную кварти",,3,61,5/9,467.,Pardod,"65,000",1065.57377,Dzērvju,3,"Latvia, Riga,",Krasta r-ns Dzērvju 3,Krasta r-ns,"Latvia, Riga, Krasta r-ns Dzērvju 3",2019
91,Tiek pardots trīs istabu dzīvoklis. Ir nepieciešams remonts. -,,3,80,4/9,119.,Pardod,"65,000",812.5,Madonas,19,"Latvia, Riga,",Purvciems Madonas 19,Purvciems,"Latvia, Riga, Purvciems Madonas 19",2019
98,"Saimnieks pārdod labu 3 istabu dzīvokli. Klusa, zaļa atrašanās v",,3,62,3/5,LT proj.,Pardod,"65,000",1048.387097,Dzelzavas,33,"Latvia, Riga,",Purvciems Dzelzavas 33,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 33",2019
103,Lat: Pārdodas brīnišķīgs 3 istabu dzīvoklis Purvciemā. Dzīvoklis,,3,57,2/9,467.,Pardod,"65,000",1140.350877,Ilūkstes,107,"Latvia, Riga,",Purvciems Ilūkstes 107,Purvciems,"Latvia, Riga, Purvciems Ilūkstes 107",2019
110,"Pārdodas gatavs dzīvošanai 3 istabu dzīvoklis Staiceles ielā 19,",,3,59,5/5,LT proj.,Pardod,"65,000",1101.694915,Staiceles,19,"Latvia, Riga,",Purvciems Staiceles 19,Purvciems,"Latvia, Riga, Purvciems Staiceles 19",2019
118,"Отличное место - тихий, зеленый двор, вдали от шума, но вокруг в",,3,61,2/5,LT proj.,Pardod,"65,000",1065.57377,Gregora,6,"Latvia, Riga,",Āgenskalns Gregora 6,Āgenskalns,"Latvia, Riga, Āgenskalns Gregora 6",2019
119,Владелец продаёт трёхкомнатную квартиру в Пурвциемсе. В квартире,,3,76,9/9,119.,Pardod,"65,000",855.2631579,Viršu,3,"Latvia, Riga,",Purvciems Viršu 3,Purvciems,"Latvia, Riga, Purvciems Viršu 3",2019
127,Продажа 3-х комн. квартиры или обмен без посредников на квартиру,,3,63,6/9,602.,Pardod,"65,000",1031.746032,Nīcgales,46,"Latvia, Riga,",Purvciems Nīcgales 46,Purvciems,"Latvia, Riga, Purvciems Nīcgales 46",2019
134,"Kooperatīvs ""Rītupes Nami"". Tikko pabeigts kapitālais remont",,3,56,4/5,Specpr.,Pardod,"65,000",1160.714286,Salaspils,2,"Latvia, Riga,",Krasta r-ns Salaspils 2,Krasta r-ns,"Latvia, Riga, Krasta r-ns Salaspils 2",2019
140,Продаётся трёхкомнатая квартира в районе Пурвциемс. В квартире з,,3,79,1/9,119.,Pardod,"65,000",822.7848101,Viršu,3,"Latvia, Riga,",Purvciems Viršu 3,Purvciems,"Latvia, Riga, Purvciems Viršu 3",2019
1,Владелец продает 2 комнатную квартиру в новом жилом комплексе ”,,2,34,4/4,Jaun.,Pardod,"43,500",1279.411765,Emmas,28,"Latvia, Riga,",Vecmīlgrāvis Emmas 28,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 28",2019
2,Silts dzīvoklis ar izdevīgo izvietojumu Ķengarāga aktīvajā daļā.,,2,40,2/4,Hrušč.,Pardod,"39,000",975,Prūšu,15,"Latvia, Riga,",Ķengarags Prūšu 15,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 15",2019
2,"Attīstītājs pārdod dzīvokli jaunajā projektā ""Bišumuiža"". Pl",,2,65,1/4,Jaun.,Pardod,"95,900",1475.384615,Komētas,26,"Latvia, Riga,",Ziepniekkalns Komētas 26,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Komētas 26",2019
2,Продается 2-комнатная квартира с земельой в собственности. Требу,,2,36,1/3,P. kara,Pardod,"19,500",541.6666667,M. Nometņu,7a,"Latvia, Riga,",Āgenskalns M. Nometņu 7a,Āgenskalns,"Latvia, Riga, Āgenskalns M. Nometņu 7a",2019
2,Pārdod tikko remontētu dzīvokli pilnībā renovētā ēkā. + Dzīv,,2,30,3/4,Renov.,Pardod,"44,000",1466.666667,Emmas,28,"Latvia, Riga,",Vecmīlgrāvis Emmas 28,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 28",2019
2,Pārdod nesen remontētu 2 istabu dzīvokli Torņakalnā. Tajā ir vie,,2,38,2/6,Specpr.,Pardod,"33,000",868.4210526,Koku,15,"Latvia, Riga,",Torņakalns Koku 15,Torņakalns,"Latvia, Riga, Torņakalns Koku 15",2019
2,"Piedāvājam iegādāties jauku 2-istabu dzīvokli, klusā vietā ar da",,2,47,5/5,LT proj.,Pardod,"37,000",787.2340426,Maskavas,411,"Latvia, Riga,",Ķengarags Maskavas 411,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 411",2019
3,"Продают двухкомнатную квартиру на ул. Маскавас, 198. Общая площа",,2,56,5/5,Staļina,Pardod,"43,770",781.6071429,Maskavas,198,"Latvia, Riga,",Krasta r-ns Maskavas 198,Krasta r-ns,"Latvia, Riga, Krasta r-ns Maskavas 198",2019
3,"Продаётся просторная 2х комнатная квартира- светлая, чистая, бе",,2,52,5/5,Specpr.,Pardod,"30,000",576.9230769,Stagaru,4,"Latvia, Riga,",Bolderāja Stagaru 4,Bolderāja,"Latvia, Riga, Bolderāja Stagaru 4",2019
3,"Īpašnieks pārdod gaumīgu 1.5ist. dzīvokli Rīgā, Nīcgales ielā (D",,2,34,4/5,103.,Pardod,"46,500",1367.647059,Nīcgales,60,"Latvia, Riga,",Purvciems Nīcgales 60,Purvciems,"Latvia, Riga, Purvciems Nīcgales 60",2019
3,Квартира с высокими потолками. Сделан ремонт Хорошее предложение,,2,45,1/2,Staļina,Pardod,"40,000",888.8888889,Lokomotīves,32,"Latvia, Riga,",Ķengarags Lokomotīves 32,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 32",2019
3,"Pašā ezera krastā, ainaviski skaistā vietā, pārdod 2 - istabu dz",,2,47,2/5,LT proj.,Pardod,"37,000",787.2340426,Murjāņu,42,"Latvia, Riga,",Jugla Murjāņu 42,Jugla,"Latvia, Riga, Jugla Murjāņu 42",2019
3,"Plašs, zaļš pagalms, vieta automašīnai. Zeme īpašumā. Stingra mā",,2,37,1/2,P. kara,Pardod,"13,680",369.7297297,Mežrozīšu,5,"Latvia, Riga,",Bolderāja Mežrozīšu 5,Bolderāja,"Latvia, Riga, Bolderāja Mežrozīšu 5",2019
4,Pārdošanā mājīgs dzīvoklis pirmajā augstajā stāvā. Dzīvoklis i,,2,43,1/3,Hrušč.,Pardod,"40,000",930.2325581,Dreiliņu,10,"Latvia, Riga,",Āgenskalns Dreiliņu 10,Āgenskalns,"Latvia, Riga, Āgenskalns Dreiliņu 10",2019
4,"Капитальный ремонт. Заменяны все трубы, вся проводка, установлен",,2,43,1/5,Hrušč.,Pardod,"49,000",1139.534884,Vaidavas,2,"Latvia, Riga,",Purvciems Vaidavas 2,Purvciems,"Latvia, Riga, Purvciems Vaidavas 2",2019
4,"Tiešam interesants piedāvājums renovēta mājā, klusā un zaļā rajo",,2,31,5/5,Renov.,Pardod,"28,490",919.0322581,Ezermalas,4a,"Latvia, Riga,",Mežaparks Ezermalas 4A,Mežaparks,"Latvia, Riga, Mežaparks Ezermalas 4A",2019
4,"Kapitāli remontēts dzīvoklis renovētā ēkā Brīvības ielā 352, Tei",,2,41,2/3,Staļina,Pardod,"48,960",1194.146341,Brīvības,352,"Latvia, Riga,",Teika Brīvības 352,Teika,"Latvia, Riga, Teika Brīvības 352",2019
4,Pārdod gaišu divistabu dzīvokli ar lielisku atrašanās vietu Silc,,2,46,1/5,Hrušč.,Pardod,"41,000",891.3043478,Silciema,5,"Latvia, Riga,",Jugla Silciema 5,Jugla,"Latvia, Riga, Jugla Silciema 5",2019
5,"Pārdod saulainu un energoefektīvu 2 istabu dzīvokli, 4.stāvs, 48",,2,48,4/5,Jaun.,Pardod,"95,000",1979.166667,Madonas,2,"Latvia, Riga,",Purvciems Madonas 2,Purvciems,"Latvia, Riga, Purvciems Madonas 2",2019
5,Продается 2-комнатная квартира в районе массива Краста. Необходи,,2,49,5/9,467.,Pardod,"39,900",814.2857143,Maskavas,243,"Latvia, Riga,",Krasta r-ns Maskavas 243,Krasta r-ns,"Latvia, Riga, Krasta r-ns Maskavas 243",2019
6,Bonava Latvija jaunais projekts Dreilinga mājas - Robežu ielā 3.,,2,40,3/5,Jaun.,Pardod,"69,000",1725,Juglas,103,"Latvia, Riga,",Mežciems Juglas 103,Mežciems,"Latvia, Riga, Mežciems Juglas 103",2019
6,"Pārdod ļoti saulainu 2 istabu dzīvokli, 2 stāvs, divas aizstiklo",,2,59,2/6,119.,Pardod,"57,000",966.1016949,Deglava,55,"Latvia, Riga,",Purvciems Deglava 55,Purvciems,"Latvia, Riga, Purvciems Deglava 55",2019
6,"Pārdodas 2-istabas dzīvoklis, normālā stāvokli, aprīkots ar mēbe",,2,45,1/2,P. kara,Pardod,"27,500",611.1111111,Robežu,2,"Latvia, Riga,",Torņakalns Robežu 2,Torņakalns,"Latvia, Riga, Torņakalns Robežu 2",2019
6,Семья продаёт уютную и красивую квартиру со свежим ремонтом в но,,2,65,9/9,Jaun.,Pardod,"115,000",1769.230769,Ulbrokas,12,"Latvia, Riga,",Pļavnieki Ulbrokas 12,Pļavnieki,"Latvia, Riga, Pļavnieki Ulbrokas 12",2019
6,Ļoti labs dzīvoklis tuvajā Ķengaragā pie promenādes. Zeme ir īpa,,2,47,5/5,LT proj.,Pardod,"49,900",1061.702128,Maskavas,268/2,"Latvia, Riga,",Ķengarags Maskavas 268/2,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 268/2",2019
6,Pārdod 2 istabu dzīvokli Staļina laika mājā Teikā. Mājai izdevīg,,2,57,4/5,Staļina,Pardod,"85,000",1491.22807,Brīvības,236,"Latvia, Riga,",Teika Brīvības 236,Teika,"Latvia, Riga, Teika Brīvības 236",2019
7,"Продается 2-х комнатная квартира в хорошем состоянии, со свежим",,2,46,1/5,Hrušč.,Pardod,"33,900",736.9565217,Sliežu,35,"Latvia, Riga,",Sarkandaugava Sliežu 35,Sarkandaugava,"Latvia, Riga, Sarkandaugava Sliežu 35",2019
7,"Земля в собственности владельца квартиры. Комнаты изолированные,",,2,49,5/5,LT proj.,Pardod,"41,500",846.9387755,Ilūkstes,58,"Latvia, Riga,",Purvciems Ilūkstes 58,Purvciems,"Latvia, Riga, Purvciems Ilūkstes 58",2019
7,Skaists divistabu dzīvoklis vēsturiskā ēkā Alauksta ielā 4 ar pi,,2,52,3/4,Renov.,Pardod,"99,600",1915.384615,Alauksta,4,"Latvia, Riga,",Grīziņkalns Alauksta 4,Grīziņkalns,"Latvia, Riga, Grīziņkalns Alauksta 4",2019
7,Skaists divistabu dzīvoklis vēsturiskā ēkā Alauksta ielā 4 ar pi,,2,64,4/4,Renov.,Pardod,"123,000",1921.875,Alauksta,4,"Latvia, Riga,",Grīziņkalns Alauksta 4,Grīziņkalns,"Latvia, Riga, Grīziņkalns Alauksta 4",2019
7,"Pārdod 2 istabu dzīvokli labi apsaimniekotā mājā ""dzib Zolitude",,2,61,7/9,119.,Pardod,"53,600",878.6885246,Lejiņa,5,"Latvia, Riga,",Zolitūde Lejiņa 5,Zolitūde,"Latvia, Riga, Zolitūde Lejiņa 5",2019
8,Продается 2 ком. квартира 602c. с изолированными комнатами в Пля,,2,51,2/9,602.,Pardod,"56,000",1098.039216,Rudens,7,"Latvia, Riga,",Pļavnieki Rudens 7,Pļavnieki,"Latvia, Riga, Pļavnieki Rudens 7",2019
8,"Теплая, светлая, аккуратная квартира в хорошем состоянии. чистый",,2,51,3/5,LT proj.,Pardod,"33,700",660.7843137,Lielupes,64,"Latvia, Riga,",Bolderāja Lielupes 64,Bolderāja,"Latvia, Riga, Bolderāja Lielupes 64",2019
8,"Уютная, теплая, светлая квартира в кирпичном доме. комнаты прохо",,2,42,2/5,Hrušč.,Pardod,"41,500",988.0952381,Lilijas,15,"Latvia, Riga,",Iļģuciems Lilijas 15,Iļģuciems,"Latvia, Riga, Iļģuciems Lilijas 15",2019
8,"Vecrīgā, jaunajā projektā Rīdzenes Rezidence, Kungu ielā 25 - kl",,2,41,2/6,Specpr.,Pardod,"92,990",2268.04878,Kungu,25,"Latvia, Riga,",Vecrīga Kungu 25,Vecrīga,"Latvia, Riga, Vecrīga Kungu 25",2019
8,"Lielisks dzīvoklis lieliskā vietā. Priežu meža vidū, netālu no M",,2,43,5/11,Jaun.,Pardod,"76,000",1767.44186,Viestura pr.,95,"Latvia, Riga,",Mežaparks Viestura pr. 95,Mežaparks,"Latvia, Riga, Mežaparks Viestura pr. 95",2019
9,"Divu istabu dzīvoklis, istabas izolētas 17m2 un 8m3. Zeme ir īpa",,2,38,1/5,Hrušč.,Pardod,"32,800",863.1578947,Ikšķiles,5,"Latvia, Riga,",Ķengarags Ikšķiles 5,Ķengarags,"Latvia, Riga, Ķengarags Ikšķiles 5",2019
9,"Ideāls komplekts - - vidus dzīvoklis, - izolētas istabas un",,2,49,3/5,LT proj.,Pardod,"46,000",938.7755102,Buļļu 35,A,"Latvia, Riga,",Dzegužkalns Buļļu 35 A,Dzegužkalns,"Latvia, Riga, Dzegužkalns Buļļu 35 A",2019
10,"Īpašnieks pārdot izremontētu divistabu dzīvokli, kura nomainītas",,2,51,2/4,Staļina,Pardod,"66,700",1307.843137,Brīvības,418,"Latvia, Riga,",Jugla Brīvības 418,Jugla,"Latvia, Riga, Jugla Brīvības 418",2019
10,"Продаём солнечную, тёплую квартиру в 15 мин. от Центра. На машин",,2,49,2/3,Hrušč.,Pardod,"39,000",795.9183673,Saldus,2a,"Latvia, Riga,",Dzegužkalns Saldus 2a,Dzegužkalns,"Latvia, Riga, Dzegužkalns Saldus 2a",2019
10,"Īpašnieks pārdod mājīgu, ar ērtu plānojumu, divistabu dzīvokli p",,2,55,3/5,Jaun.,Pardod,"85,000",1545.454545,Anniņmuižas,20,"Latvia, Riga,",Zolitūde Anniņmuižas 20,Zolitūde,"Latvia, Riga, Zolitūde Anniņmuižas 20",2019
10,Только что сделана оценка 59000 Еур. Свежий капитальный ремонт,,2,54,5/5,103.,Pardod,"56,200",1040.740741,Nīcgales,53B,"Latvia, Riga,",Dārzciems Nīcgales 53B,Dārzciems,"Latvia, Riga, Dārzciems Nīcgales 53B",2019
10,Tikko uztaisīts novērtējums 59000 eur. Svaigs kapitālais remon,,2,54,5/5,103.,Pardod,"56,200",1040.740741,Nīcgales,53B,"Latvia, Riga,",Purvciems Nīcgales 53B,Purvciems,"Latvia, Riga, Purvciems Nīcgales 53B",2019
10,"Продается 2, комнатная квартира. Рядом рынок, магазины. Ленингра",,2,47,3/5,Specpr.,Pardod,"47,300",1006.382979,Grīna bulv.,13,"Latvia, Riga,",Āgenskalns Grīna bulv. 13,Āgenskalns,"Latvia, Riga, Āgenskalns Grīna bulv. 13",2019
11,Pārdodu 2 istabu dzīvokli: Jaunais projekts Prūšu ielā 4. Zem,,2,43,2/5,Jaun.,Pardod,"53,550",1245.348837,Prūšu,4,"Latvia, Riga,",Ķengarags Prūšu 4,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 4",2019
11,"Хозяин продает, теплую, солнечную квартиру без ремонта. Хороший",,2,38,3/5,Hrušč.,Pardod,"28,000",736.8421053,Vecmīlgrāvja,6,"Latvia, Riga,",Vecmīlgrāvis Vecmīlgrāvja 6,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Vecmīlgrāvja 6",2019
11,Īpašnieks pārdod izremontētu 2-istabu dzīvokli Mārupes ielā 47.,,2,52,5/5,Specpr.,Pardod,"63,500",1221.153846,Mārupes,47,"Latvia, Riga,",Āgenskalns Mārupes 47,Āgenskalns,"Latvia, Riga, Āgenskalns Mārupes 47",2019
12,Tiek pārdots divistabu lietuviešu projekta dzīvoklis. kas atroda,,2,38,5/5,LT proj.,Pardod,"48,000",1263.157895,Zentenes,2-29,"Latvia, Riga,",Imanta Zentenes 2-29,Imanta,"Latvia, Riga, Imanta Zentenes 2-29",2019
12,Divistabu dzīvoklis ar labu plānojumu blakus 72.vidusskolai. Dzī,,2,49,5/5,Specpr.,Pardod,"35,900",732.6530612,Ikšķiles,3,"Latvia, Riga,",Ķengarags Ikšķiles 3,Ķengarags,"Latvia, Riga, Ķengarags Ikšķiles 3",2019
12,Vienas guļamistabas dzīvoklis /M izmērs/ jaunajā projektā Akācij,,2,51,6/9,Jaun.,Pardod,"87,365",1713.039216,Akāciju,2D,"Latvia, Riga,",Imanta Akāciju 2D,Imanta,"Latvia, Riga, Imanta Akāciju 2D",2019
12,Jaunajā projektā Akācijas tiek piedāvāts vienas guļamistabas dzī,,2,45,7/9,Jaun.,Pardod,"79,502",1766.711111,Akāciju,2D,"Latvia, Riga,",Imanta Akāciju 2D,Imanta,"Latvia, Riga, Imanta Akāciju 2D",2019
12,"Именно та квартира, в которой Вам и Вашим близким, будет приятно",,2,53,1/5,Specpr.,Pardod,"32,999",622.6226415,Tekstilnieku,1,"Latvia, Riga,",Bolderāja Tekstilnieku 1,Bolderāja,"Latvia, Riga, Bolderāja Tekstilnieku 1",2019
12,Продаем солнечную и теплую двухкомнатную квартиру в Вецмилгравис,,2,52,1/5,LT proj.,Pardod,"34,000",653.8461538,Vecmīlgrāvja 1. l.,45,"Latvia, Riga,",Vecmīlgrāvis Vecmīlgrāvja 1. l. 45,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Vecmīlgrāvja 1. l. 45",2019
13,Продаем 2-х комнатную квартиру в хорошем состоянии. Квартира не,,2,48,7/9,467.,Pardod,"55,000",1145.833333,Ilūkstes,107,"Latvia, Riga,",Purvciems Ilūkstes 107,Purvciems,"Latvia, Riga, Purvciems Ilūkstes 107",2019
13,"Pārdod remontējamu dzīvokli Šampētera centrālajā daļā, pie Lieli",,2,46,1/4,Specpr.,Pardod,"35,000",760.8695652,Candera,25,"Latvia, Riga,",Šampēteris-Pleskodāle Candera 25,Šampēteris-Pleskodāle,"Latvia, Riga, Šampēteris-Pleskodāle Candera 25",2019
13,"Продается квартира приватизированная, без долгов, уютная, светла",,2,44,3/5,LT proj.,Pardod,"47,500",1079.545455,Maskavas,279,"Latvia, Riga,",Ķengarags Maskavas 279,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 279",2019
13,„Mīlgrāvis” cēlies no vācu valodas vārda “Mühlen Graben” jeb Dzi,,2,54,1/2,P. kara,Pardod,"20,000",370.3703704,Ezera,10,"Latvia, Riga,",Mangaļi Ezera 10,Mangaļi,"Latvia, Riga, Mangaļi Ezera 10",2019
14,"Skaists un silts 2 istabu dzīvoklis Ķengaragā, auto novietne pag",,2,44,1/2,P. kara,Pardod,"37,000",840.9090909,Lokomotīves,32,"Latvia, Riga,",Ķengarags Lokomotīves 32,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 32",2019
14,Pārdod gaišu un plašu 2 istabu dzīvokli Brežņeva projektā ar ska,,2,48,5/5,Hrušč.,Pardod,"43,000",895.8333333,Gaujas,32,"Latvia, Riga,",Čiekurkalns Gaujas 32,Čiekurkalns,"Latvia, Riga, Čiekurkalns Gaujas 32",2019
14,"Bonava Latvija jaunais projekts ""Hausmaņa terases"" - Stirnu ielā",,2,53,1/5,Jaun.,Pardod,"92,000",1735.849057,Stirnu,20,"Latvia, Riga,",Purvciems Stirnu 20,Purvciems,"Latvia, Riga, Purvciems Stirnu 20",2019
14,Pārdod gaišu un plašu 2 istabu dzīvokli Brežņeva projektā ar ska,,2,48,5/5,Hrušč.,Pardod,"43,000",895.8333333,Gaujas,32,"Latvia, Riga,",Mežaparks Gaujas 32,Mežaparks,"Latvia, Riga, Mežaparks Gaujas 32",2019
15,Dzīvoklis Vercīgas renovētā ēkā. Dzīvoklī ir viena guļamista,,2,59,4/4,Renov.,Pardod,"140,000",2372.881356,Jēkaba,3/5,"Latvia, Riga,",Vecrīga Jēkaba 3/5,Vecrīga,"Latvia, Riga, Vecrīga Jēkaba 3/5",2019
15,Хозяин продаёт квартиру со всеми удобствами. Квартира без евро-р,,2,52,2/3,Staļina,Pardod,"42,000",807.6923077,Baltāsbaznīcas,44,"Latvia, Riga,",Vecmīlgrāvis Baltāsbaznīcas 44,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Baltāsbaznīcas 44",2019
15,Piedāvā iegādāties divu istabu dzīvokli pirmajā (augstajā) stāvā,,2,48,1/5,Jaun.,Pardod,"63,000",1312.5,Stopiņu,14,"Latvia, Riga,",Dārzciems Stopiņu 14,Dārzciems,"Latvia, Riga, Dārzciems Stopiņu 14",2019
15,Gaišs un plašs 2 istabu dzīvoklis Purvciemā. +Dzīvoklis ir s,,2,43,5/5,Hrušč.,Pardod,"39,000",906.9767442,Dzelzavas,21,"Latvia, Riga,",Purvciems Dzelzavas 21,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 21",2019
16,Piedāvājam iegādāties mājīgu 2-istabu dzīvokli ar mēbelēm un vis,,2,35,3/5,Hrušč.,Pardod,"37,500",1071.428571,Festivāla,1,"Latvia, Riga,",Ķengarags Festivāla 1,Ķengarags,"Latvia, Riga, Ķengarags Festivāla 1",2019
16,"Saimnieks pārdod siltu, klusu, skaistu un mājīgu 2istabu dzīvokl",,2,52,3/5,103.,Pardod,"71,000",1365.384615,Viļānu,6,"Latvia, Riga,",Maskavas priekšpilsēta Viļānu 6,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Viļānu 6",2019
16,"Pārdodu pilnīgi jaunu, ideālu dzīvokli, ērtai pilsētas dzīves ba",,2,35,3/6,Jaun.,Pardod,"64,750",1850,Krāslavas,14,"Latvia, Riga,",Maskavas priekšpilsēta Krāslavas 14,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Krāslavas 14",2019
16,Saimniece pàrdod siltu un saulainu 2 istabu dzīvokli pèc kapitàl,,2,46,4/5,Hrušč.,Pardod,"55,000",1195.652174,Alīses,8,"Latvia, Riga,",Āgenskalns Alīses 8,Āgenskalns,"Latvia, Riga, Āgenskalns Alīses 8",2019
16,Tiek pārdots pilnībā mēbelēts un gatavs dzīvošanai dzīvoklis pro,,2,57,3/3,Jaun.,Pardod,"170,000",2982.45614,Balasta d.,70,"Latvia, Riga,",Ķīpsala Balasta d. 70,Ķīpsala,"Latvia, Riga, Ķīpsala Balasta d. 70",2019
17,Plašs 3 istabu dzīvoklis ar labu plānojumu un balkonu. Savs cent,,2,69,1/4,Jaun.,Pardod,"92,000",1333.333333,Vējavas,9c,"Latvia, Riga,",Purvciems Vējavas 9c,Purvciems,"Latvia, Riga, Purvciems Vējavas 9c",2019
17,"Labs, tīrs, kartings divistabas dzīvoklis. Paredzēts dzīvošanai",,2,44,1/5,LT proj.,Pardod,"36,500",829.5454545,Mores,3,"Latvia, Riga,",Mangaļi Mores 3,Mangaļi,"Latvia, Riga, Mangaļi Mores 3",2019
17,Rekonstruētā ēka atrodas klusajā un mierīgajā Bieriņu apkaimē uz,,2,47,2/2,Renov.,Pardod,"76,000",1617.021277,Liepājas,58,"Latvia, Riga,",Āgenskalns Liepājas 58,Āgenskalns,"Latvia, Riga, Āgenskalns Liepājas 58",2019
18,"Продаем квартиру в Кенгарагсе на улице Локомотивес 86, на благоу",,2,37,5/5,LT proj.,Pardod,"36,000",972.972973,Lokomotīves,86,"Latvia, Riga,",Ķengarags Lokomotīves 86,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 86",2019
18,Īpašnieks pārdod svaigi renovētu dizaina divistabu dzīvokli ar v,,2,36,6/12,Specpr.,Pardod,"62,000",1722.222222,Veldres,32,"Latvia, Riga,",Jugla Veldres 32,Jugla,"Latvia, Riga, Jugla Veldres 32",2019
18,"Pārdodu gaišu, labi uzturētu 2 istabu dzīvokli ar lodžiju Imantā",,2,51,1/9,602.,Pardod,"42,000",823.5294118,Kurzemes pr.,140,"Latvia, Riga,",Imanta Kurzemes pr. 140,Imanta,"Latvia, Riga, Imanta Kurzemes pr. 140",2019
