Lapas numurs,Sludinājumidatums_2,Iela,Ist.,m2,Stāvs,Sērija,Veids,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Adrese,Iela full,Rajons,Merged,Year
66,На два месяца (до 7 февраля) сдаем две смежные комнаты в частном дом,,2,30,1,Priv. m.,Izire,210,7,Kaltuves,2,"Latvia, Riga,",Zolitūde Kaltuves 2,Zolitūde,"Latvia, Riga, Zolitūde Kaltuves 2",2018
66,Владелец сдает квартиру в новом доме. Отличное место рядом с центром,,2,47,2,Jaun.,Izire,600,12.76595745,Trijādības,2A,"Latvia, Riga,",Āgenskalns Trijādības 2A,Āgenskalns,"Latvia, Riga, Āgenskalns Trijādības 2A",2018
66,Сдаем однокомнатную квартиру с печным отоплением в хорошем состоянии,,1,30,3,P. kara,Izire,170,5.666666667,Allažu,3,"Latvia, Riga,",Sarkandaugava Allažu 3,Sarkandaugava,"Latvia, Riga, Sarkandaugava Allažu 3",2018
66,"Īpašnieks izīrē labiekārtotu, saulainu 3 istabu dzīvokli četru dzīvo",,3,57,1,Priv. m.,Izire,440,7.719298246,Tēraudlietuves,8,"Latvia, Riga,",Čiekurkalns Tēraudlietuves 8,Čiekurkalns,"Latvia, Riga, Čiekurkalns Tēraudlietuves 8",2018
66,"Ilgtermiņā tiek piedāvāts gašs, plašs un silts dzīvoklis ar balkonu.",,3,58,1,Staļina,Izire,300,5.172413793,Vangažu,27,"Latvia, Riga,",Jugla Vangažu 27,Jugla,"Latvia, Riga, Jugla Vangažu 27",2018
66,"Пурвциемс, ул. Maрциенас 1. 3эт. /9 этажного дома, 119 серия, 59 м2,",,2,59,3,119.,Izire,280,4.745762712,Mārcienas,1,"Latvia, Riga,",Purvciems Mārcienas 1,Purvciems,"Latvia, Riga, Purvciems Mārcienas 1",2018
66,Izīrējam 1 istabu dzīvokli Ziepniekkalnā. Sastāv no: neliels koridor,,1,37,8,Jaun.,Izire,300,8.108108108,Salnas,21,"Latvia, Riga,",Pļavnieki Salnas 21,Pļavnieki,"Latvia, Riga, Pļavnieki Salnas 21",2018
66,"Meklējam ilgtermiņa īrniekus divu istabu dzīvoklim Ziepniekkalnā, Oz",,2,52,2,119.,Izire,320,6.153846154,Ozolciema,24,"Latvia, Riga,",Ziepniekkalns Ozolciema 24,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 24",2018
66,"Задаю квартиру с 01.12.18на длительный срок, порядочным людям, без д",,2,49,2,Hrušč.,Izire,220,4.489795918,Krustpils,75,"Latvia, Riga,",Ķengarags Krustpils 75,Ķengarags,"Latvia, Riga, Ķengarags Krustpils 75",2018
66,Большая трехкомнатная квартира в чистом и зеленом месте. Очень удобн,,3,74,5,119.,Izire,350,4.72972973,Bruknas,14,"Latvia, Riga,",Ziepniekkalns Bruknas 14,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Bruknas 14",2018
67,"Сдает владелец 2-х комнатную теплую, солнечную квартиру на длительны",,2,49,2,Staļina,Izire,300,6.12244898,Prūšu,23,"Latvia, Riga,",Ķengarags Prūšu 23,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 23",2018
67,Сдается 3-ех комнатная квартира со всеми удобствами. Две изолиро,,3,62,5,Hrušč.,Izire,250,4.032258065,Kalnciema,105,"Latvia, Riga,",Āgenskalns Kalnciema 105,Āgenskalns,"Latvia, Riga, Āgenskalns Kalnciema 105",2018
67,Izīrē vienu istabu (ir iespēja izvēlēties) trīsistabu dzīvoklī sievi,,1,12,2,LT proj.,Izire,100,8.333333333,Nīcgales,54,"Latvia, Riga,",Dārzciems Nīcgales 54,Dārzciems,"Latvia, Riga, Dārzciems Nīcgales 54",2018
67,"Izīrē 3 istabu dzīvokli uz ilgu laiku ģimenei ar bērniem, bez dzīvni",,3,56,2,Hrušč.,Izire,320,5.714285714,Kalnciema,97,"Latvia, Riga,",Zasulauks Kalnciema 97,Zasulauks,"Latvia, Riga, Zasulauks Kalnciema 97",2018
67,"Izīrēju mēbelētu vienistabas dzīvokli kārtīgiem, maksātspējīgiem cil",,1,18,1,103.,Izire,200,11.11111111,Maskavas,224,"Latvia, Riga,",Krasta r-ns Maskavas 224,Krasta r-ns,"Latvia, Riga, Krasta r-ns Maskavas 224",2018
67,"Silts, tīrs un mājīgs dzīvoklis netālu no Jaunās Teikas un Vef. Au",,1,30,1,Hrušč.,Izire,300,10,Ropažu,30,"Latvia, Riga,",Teika Ropažu 30,Teika,"Latvia, Riga, Teika Ropažu 30",2018
67,"Сдаю 2-х комнатную квартиру в зеленом квартале, через дорогу Межапар",,2,46,5,103.,Izire,190,4.130434783,Viestura pr.,77,"Latvia, Riga,",Sarkandaugava Viestura pr. 77,Sarkandaugava,"Latvia, Riga, Sarkandaugava Viestura pr. 77",2018
68,"Piedāvā ilgtermiņa īrei mājīgu, ļoti siltu aprīkotu divistabu 56, 4",,2,56,2,602.,Izire,400,7.142857143,Kalsnavas,2c,"Latvia, Riga,",Purvciems Kalsnavas 2c,Purvciems,"Latvia, Riga, Purvciems Kalsnavas 2c",2018
68,"Mebeleta, ar sadzives tehniku, majigs dzivoklis. 35 eur. komunalie m",,1,37,2,P. kara,Izire,220,5.945945946,Bāriņu,11,"Latvia, Riga,",Āgenskalns Bāriņu 11,Āgenskalns,"Latvia, Riga, Āgenskalns Bāriņu 11",2018
68,Сдам 2-ух комнатную квартиру (комнаты изолированные) со всеми удобст,,2,42,5,Hrušč.,Izire,350,8.333333333,Maskavas,71,"Latvia, Riga,",Maskavas priekšpilsēta Maskavas 71,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Maskavas 71",2018
68,Bez komisijas maksas izīrēju divistabu dzīvokli jaunajā mājā. Māja a,,2,50,2,Jaun.,Izire,430,8.6,Stirnu,1,"Latvia, Riga,",Purvciems Stirnu 1,Purvciems,"Latvia, Riga, Purvciems Stirnu 1",2018
69,Сдаю однокомнатную квартиру порядочным людям на длительный срок. Меб,,1,35,1,119.,Izire,250,7.142857143,Lejiņa,4,"Latvia, Riga,",Zolitūde Lejiņa 4,Zolitūde,"Latvia, Riga, Zolitūde Lejiņa 4",2018
69,Izīrē 5-istabu dzīvokli Āgenskalnā - Meža ielā. Dzīvoklis 142 m2,,5,142,2,P. kara,Izire,625,4.401408451,Meža,4A,"Latvia, Riga,",Āgenskalns Meža 4A,Āgenskalns,"Latvia, Riga, Āgenskalns Meža 4A",2018
69,Ilgtermiņā tiek izīrēts gaišs un silts 2-istabu dzīvoklis (3/5 stāvs,,2,57,3,103.,Izire,340,5.964912281,Nīcgales,52,"Latvia, Riga,",Dārzciems Nīcgales 52,Dārzciems,"Latvia, Riga, Dārzciems Nīcgales 52",2018
69,Сдаётся 2-х комнатная квартира (300 евро + комунальные платежи) с ме,,2,40,1,LT proj.,Izire,300,7.5,Dubultu,7,"Latvia, Riga,",Imanta Dubultu 7,Imanta,"Latvia, Riga, Imanta Dubultu 7",2018
70,"Zaļa apkārtne, gaišs un saulains, ar kvalitatīvu apdari, mēbelēts dz",,2,52,2,Specpr.,Izire,350,6.730769231,Ķempes,7,"Latvia, Riga,",Mežaparks Ķempes 7,Mežaparks,"Latvia, Riga, Mežaparks Ķempes 7",2018
70,"Tiek izīrēts pilnīgi jauns un gaišš dzīvoklis jaunajā projektā ""Soli",,2,56,5,Jaun.,Izire,450,8.035714286,Endzelīna,32,"Latvia, Riga,",Zolitūde Endzelīna 32,Zolitūde,"Latvia, Riga, Zolitūde Endzelīna 32",2018
70,Сдаётся квартира в доме коммунального типа. есть печь. или электриче,,1,16,2,Renov.,Izire,100,6.25,Kapseļu,25,"Latvia, Riga,",Āgenskalns Kapseļu 25,Āgenskalns,"Latvia, Riga, Āgenskalns Kapseļu 25",2018
70,Īpašnieks izīrē 3-istabu dzīvokli jaunajā projektā Čiekurkalna 6.šķē,,3,77,4,Jaun.,Izire,400,5.194805195,Čiekurkalna 6. šķ l.,1,"Latvia, Riga,",Čiekurkalns Čiekurkalna 6. šķ l. 1,Čiekurkalns,"Latvia, Riga, Čiekurkalns Čiekurkalna 6. šķ l. 1",2018
70,Ģimenes miteklis Teikā. Tiek izīrēts 2 istabu dzīvoklis Bērzpils,,2,59,1,P. kara,Izire,350,5.93220339,Bērzpils,67,"Latvia, Riga,",Teika Bērzpils 67,Teika,"Latvia, Riga, Teika Bērzpils 67",2018
70,"Dzīvoklis ar ļoti labu remontu. Mēbeles, sadzīves tehnika, metāla du",,2,46,1,Hrušč.,Izire,300,6.52173913,Prūšu,17,"Latvia, Riga,",Ķengarags Prūšu 17,Ķengarags,"Latvia, Riga, Ķengarags Prūšu 17",2018
70,For rent 3 Room apartment in Riga Old town next to St. Peters church,,3,78,3,P. kara,Izire,600,7.692307692,Skārņu,7,"Latvia, Riga,",Vecrīga Skārņu 7,Vecrīga,"Latvia, Riga, Vecrīga Skārņu 7",2018
70,"Saimnieks iznomā uz ilgu laiku. Autonomā gāzes apkure, ar visu redza",,1,37,3,P. kara,Izire,250,6.756756757,Akmeņu,15,"Latvia, Riga,",Klīversala Akmeņu 15,Klīversala,"Latvia, Riga, Klīversala Akmeņu 15",2018
70,Хозяйн сдает уютную 2-комнатную квартиру в Золитуде. Во всей квартир,,2,56,4,119.,Izire,360,6.428571429,Lejiņa,14,"Latvia, Riga,",Zolitūde Lejiņa 14,Zolitūde,"Latvia, Riga, Zolitūde Lejiņa 14",2018
71,"Izīrēju nelielu divistabu dzīvokli, viena istaba caurstaigājama. Izv",,2,30,2,P. kara,Izire,250,8.333333333,Jelgavas,22,"Latvia, Riga,",Āgenskalns Jelgavas 22,Āgenskalns,"Latvia, Riga, Āgenskalns Jelgavas 22",2018
71,Izīrē 4 istabu mansarda dzīvokli ar plašu terasi Vecrīgā. Dzīvoklis,,4,230,5,Renov.,Izire,"2,500",10.86956522,Palasta,5,"Latvia, Riga,",Vecrīga Palasta 5,Vecrīga,"Latvia, Riga, Vecrīga Palasta 5",2018
71,Dzīvokļa īpašnieks izīrē. Studio tipa virtuve apvienota ar viesist,,2,47,4,Jaun.,Izire,360,7.659574468,Kaivas,50,"Latvia, Riga,",Mežciems Kaivas 50,Mežciems,"Latvia, Riga, Mežciems Kaivas 50",2018
71,Dzīvokļa īpašnieks izīrē. Studio tipa virtuve apvienota ar viesist,,2,50,5,Jaun.,Izire,410,8.2,Kaivas,50,"Latvia, Riga,",Mežciems Kaivas 50,Mežciems,"Latvia, Riga, Mežciems Kaivas 50",2018
71,"Сдаю 1 х квартиру, на длительный срок, порядочным людям. Все удобств",,1,18,4,M. ģim.,Izire,100,5.555555556,Stūres,2,"Latvia, Riga,",Iļģuciems Stūres 2,Iļģuciems,"Latvia, Riga, Iļģuciems Stūres 2",2018
72,Izīrē 3 īstabu dzīvokļi nesēn nodotā ekspluatācijā mūsdienīgā dzīvoj,,3,79,2,Jaun.,Izire,730,9.240506329,Ūnijas,67,"Latvia, Riga,",Purvciems Ūnijas 67,Purvciems,"Latvia, Riga, Purvciems Ūnijas 67",2018
72,Сдается 2к квартира 104 серии в Золитуде. На длительный срок. Част,,2,57,9,104.,Izire,300,5.263157895,Anniņmuižas,6,"Latvia, Riga,",Zolitūde Anniņmuižas 6,Zolitūde,"Latvia, Riga, Zolitūde Anniņmuižas 6",2018
72,Сдаём однокомнатную комфортабельную квартиру 25м2. Квартира полнос,,1,25,2,Priv. m.,Izire,150,6,Deglava,52,"Latvia, Riga,",Purvciems Deglava 52,Purvciems,"Latvia, Riga, Purvciems Deglava 52",2018
72,"Сдается 3-х комнатная квартира с отличным свежим ремонтом, новая про",,3,60,2,Staļina,Izire,370,6.166666667,Čiekurkalna 1. l.,54,"Latvia, Riga,",Čiekurkalns Čiekurkalna 1. l. 54,Čiekurkalns,"Latvia, Riga, Čiekurkalns Čiekurkalna 1. l. 54",2018
73,"Izīrēju dzīvokli ar tikko izremontētu virtuvi. Dzīvoklis ir gaišs, k",,2,38,5,LT proj.,Izire,300,7.894736842,Kūdras,7,"Latvia, Riga,",Āgenskalns Kūdras 7,Āgenskalns,"Latvia, Riga, Āgenskalns Kūdras 7",2018
73,Lielisks panorāmas skats. Izīrē saulainu 2 istabu dzīvokli jaunajā,,2,72,17,Jaun.,Izire,550,7.638888889,Anniņmuižas,38,"Latvia, Riga,",Imanta Anniņmuižas 38,Imanta,"Latvia, Riga, Imanta Anniņmuižas 38",2018
73,Сдаётся 2-х комнатная квартира на длительный срок. Освобождена. Кв,,2,40,2,LT proj.,Izire,350,8.75,Tapešu,52,"Latvia, Riga,",Dzegužkalns Tapešu 52,Dzegužkalns,"Latvia, Riga, Dzegužkalns Tapešu 52",2018
73,"Izīrē labiekārtotu dzīvokli Dzegužkalnā, Pārdaugavā Dzegužkalna park",,2,48,3,Hrušč.,Izire,300,6.25,Dzegužu,3,"Latvia, Riga,",Dzegužkalns Dzegužu 3,Dzegužkalns,"Latvia, Riga, Dzegužkalns Dzegužu 3",2018
74,"Dzīvoklis vienā no labākajiem Rīgas projektiem - ""Lauras"". 2007. g",,3,84,7,Jaun.,Izire,500,5.952380952,Upeņu,15,"Latvia, Riga,",Purvciems Upeņu 15,Purvciems,"Latvia, Riga, Purvciems Upeņu 15",2018
75,Atbrīvots - iebūvēta virtuve - bez mēbelēm - labā stāvoklī - tīr,,3,63,4,Specpr.,Izire,500,7.936507937,Grēcinieku,11,"Latvia, Riga,",Vecrīga Grēcinieku 11,Vecrīga,"Latvia, Riga, Vecrīga Grēcinieku 11",2018
75,"Однокомнатная кв. с балконом и великолепным видом из окон, тёплая, с",,1,54,15,Jaun.,Izire,390,7.222222222,Kleistu,11-1,"Latvia, Riga,",Imanta Kleistu 11-1,Imanta,"Latvia, Riga, Imanta Kleistu 11-1",2018
75,"Izīrē elegantu, gaišu un plašu dzīvokli jaunā projektā Stopiņu ielā",,3,93,4,Jaun.,Izire,650,6.989247312,Nīcgales,8,"Latvia, Riga,",Purvciems Nīcgales 8,Purvciems,"Latvia, Riga, Purvciems Nīcgales 8",2018
75,"Izīrē elegantu, gaišu un plašu dzīvokli jaunā projektā. Ērts plānoju",,3,93,3,Jaun.,Izire,650,6.989247312,Stopiņu,8,"Latvia, Riga,",Dārzciems Stopiņu 8,Dārzciems,"Latvia, Riga, Dārzciems Stopiņu 8",2018
75,Сдается Комната под ключ в трехкомнатной квартире. 150 Eur + коммуна,,1,18,2,P. kara,Izire,150,8.333333333,Biķernieku,37,"Latvia, Riga,",Purvciems Biķernieku 37,Purvciems,"Latvia, Riga, Purvciems Biķernieku 37",2018
75,"Terase, divas guļamistabas, divas vannas istabas, virtuves iekārta a",,3,136,4,Jaun.,Izire,650,4.779411765,Ziepniekkalna,70,"Latvia, Riga,",Ziepniekkalns Ziepniekkalna 70,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ziepniekkalna 70",2018
75,Bez komisijas maksas. Krustkalnu projekts piedāvā ilgtermiņa īrei,,3,84,1,Jaun.,Izire,525,6.25,Ziepniekkalna,68,"Latvia, Riga,",Ziepniekkalns Ziepniekkalna 68,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ziepniekkalna 68",2018
76,Квартира сдаётся первый раз на длительный срок + парковочное место д,,4,115,8,Jaun.,Izire,850,7.391304348,Anniņmuižas,7,"Latvia, Riga,",Zolitūde Anniņmuižas 7,Zolitūde,"Latvia, Riga, Zolitūde Anniņmuižas 7",2018
76,"Хозяин, ремонт, все удобства, центральное отопление, мебель, техника",,1,19,1,Hrušč.,Izire,135,7.105263158,Tvaika,16,"Latvia, Riga,",Sarkandaugava Tvaika 16,Sarkandaugava,"Latvia, Riga, Sarkandaugava Tvaika 16",2018
76,"Хозяин, ремонт, все удобства, центральное отопление, мебель, техника",,1,19,2,P. kara,Izire,145,7.631578947,Daugavpils,8,"Latvia, Riga,",Maskavas priekšpilsēta Daugavpils 8,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Daugavpils 8",2018
76,Сдается светлая уютная чистая 2-комнатная меблированная квартира в з,,2,45,4,Specpr.,Izire,350,7.777777778,Palmu,7,"Latvia, Riga,",Teika Palmu 7,Teika,"Latvia, Riga, Teika Palmu 7",2018
76,"Хозяин сдаёт 3-х комнатную квартиру. Квартира в хорошем состоянии,",,3,65,5,103.,Izire,320,4.923076923,Gobas,28,"Latvia, Riga,",Bolderāja Gobas 28,Bolderāja,"Latvia, Riga, Bolderāja Gobas 28",2018
76,"Kapitālais remonts, 2 istabas izolētas, parketa grīdas segums, plast",,2,60,5,Renov.,Izire,400,6.666666667,Brīvības,312,"Latvia, Riga,",Teika Brīvības 312,Teika,"Latvia, Riga, Teika Brīvības 312",2018
76,"Уютная, теплая, солнечная 2-к. квартира с балконом. Изолированны",,2,45,5,Čehu pr.,Izire,300,6.666666667,Maskavas,287,"Latvia, Riga,",Ķengarags Maskavas 287,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 287",2018
77,Сдается квартира Полностью мебелированная готовая К заезду,,2,52,5,Hrušč.,Izire,320,6.153846154,Brīvības,371,"Latvia, Riga,",Jugla Brīvības 371,Jugla,"Latvia, Riga, Jugla Brīvības 371",2018
77,"Сдается эксклюзивная, просторная и комфортная 2 комнатная квартира в",,2,61,3,Staļina,Izire,550,9.016393443,Ernestīnes,37,"Latvia, Riga,",Āgenskalns Ernestīnes 37,Āgenskalns,"Latvia, Riga, Āgenskalns Ernestīnes 37",2018
77,Īpašnieks izīrē 2-istabu dzīvokli pie Āgenskalna tirgus. Dzīvoklī ir,,2,47,4,P. kara,Izire,310,6.595744681,Mārupes,8,"Latvia, Riga,",Āgenskalns Mārupes 8,Āgenskalns,"Latvia, Riga, Āgenskalns Mārupes 8",2018
77,"Jauks, silts dzīvoklis, visas ērtības, sava gāzes apkure, norobežots",,1,34,1,P. kara,Izire,160,4.705882353,Hāpsalas,30,"Latvia, Riga,",Sarkandaugava Hāpsalas 30,Sarkandaugava,"Latvia, Riga, Sarkandaugava Hāpsalas 30",2018
78,Сдается на длительный срок 1-комнатная квартира-студия в новом проек,,1,26,1,Jaun.,Izire,300,11.53846154,Briežu,7,"Latvia, Riga,",Mangaļi Briežu 7,Mangaļi,"Latvia, Riga, Mangaļi Briežu 7",2018
78,"Izīrē mēbelētu trīsistabu dzīvokli ""Jaunajā Teikā"" (pēc jaunās adreš",,3,76,9,Jaun.,Izire,650,8.552631579,Ropažu,12,"Latvia, Riga,",Teika Ropažu 12,Teika,"Latvia, Riga, Teika Ropažu 12",2018
78,"Lieliskā vietā pašā Ķengaraga sākumā, dažu minūšu gājiena attālumā D",,1,30,4,LT proj.,Izire,240,8,Maskavas,250,"Latvia, Riga,",Ķengarags Maskavas 250,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 250",2018
78,"Izīrē lielu vienistabas dzīvokli ar visām ērtībām, liela stiklota lo",,1,39,3,M. ģim.,Izire,220,5.641025641,Ozolciema,34,"Latvia, Riga,",Ziepniekkalns Ozolciema 34,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 34",2018
79,"Dzīvoklis pēc kosmētiskā remonta, silts, saulains, mebelets, sadzive",,2,54,3,103.,Izire,220,4.074074074,Čiekurkalna 2. l.,26,"Latvia, Riga,",Čiekurkalns Čiekurkalna 2. l. 26,Čiekurkalns,"Latvia, Riga, Čiekurkalns Čiekurkalna 2. l. 26",2018
79,Īpašnieks izīrē ērtu dzīvokli. Dzīvoklī ir virtuves iekārta un nepie,,1,43,3,P. kara,Izire,270,6.279069767,Struktoru,5,"Latvia, Riga,",Teika Struktoru 5,Teika,"Latvia, Riga, Teika Struktoru 5",2018
79,Cдается 1комнатная квартира в районе ТЦ Молс.,,1,33,2,Čehu pr.,Izire,200,6.060606061,Balvu,15,"Latvia, Riga,",Krasta r-ns Balvu 15,Krasta r-ns,"Latvia, Riga, Krasta r-ns Balvu 15",2018
79,Izīrē dzīvokli ar pārdomātu interjeru. Tas noteikti patiks mūsdienīg,,2,63,3,Jaun.,Izire,550,8.73015873,Lielezeres,10,"Latvia, Riga,",Iļģuciems Lielezeres 10,Iļģuciems,"Latvia, Riga, Iļģuciems Lielezeres 10",2018
79,Īpašnieks bez starpniekiem izīrē labiekārtotu dzīvokli ar visām ērtī,,3,60,2,P. kara,Izire,400,6.666666667,Brīvības,217,"Latvia, Riga,",Teika Brīvības 217,Teika,"Latvia, Riga, Teika Brīvības 217",2018
79,Хозяин сдает без посредников.,,2,50,7,467.,Izire,260,5.2,Dzirciema,59,"Latvia, Riga,",Iļģuciems Dzirciema 59,Iļģuciems,"Latvia, Riga, Iļģuciems Dzirciema 59",2018
80,Сдается квартира с мебелью и бытовой техникой. Окна выходят на зелен,,4,79,5,602.,Izire,450,5.696202532,Stirnu,37A,"Latvia, Riga,",Purvciems Stirnu 37A,Purvciems,"Latvia, Riga, Purvciems Stirnu 37A",2018
80,"Квартира с частичными удобствами (печное отопление), имеется газ, ес",,1,20,3,P. kara,Izire,130,6.5,Elvīras,4,"Latvia, Riga,",Āgenskalns Elvīras 4,Āgenskalns,"Latvia, Riga, Āgenskalns Elvīras 4",2018
80,"Сдается уютная, светлая, 2 комнатная квартира в престижном районе Ме",,2,57,2,P. kara,Izire,600,10.52631579,Gdaņskas,13,"Latvia, Riga,",Mežaparks Gdaņskas 13,Mežaparks,"Latvia, Riga, Mežaparks Gdaņskas 13",2018
80,"Владелец сдаст квартиру в новостройке, полностью меблированную(итал",,3,100,13,Jaun.,Izire,550,5.5,Anniņmuižas,7,"Latvia, Riga,",Zolitūde Anniņmuižas 7,Zolitūde,"Latvia, Riga, Zolitūde Anniņmuižas 7",2018
81,Projektā ''Ģipšu fabrika'' piedāvājam īrēt lielisku četru līmeņu dzī,,3,140,1,Renov.,Izire,"1,300",9.285714286,Balasta d.,70,"Latvia, Riga,",Ķīpsala Balasta d. 70,Ķīpsala,"Latvia, Riga, Ķīpsala Balasta d. 70",2018
81,"Izīrē skaistu, plašu 2 istabu dzīvokli Vecrīgas sirdī. Dzīvoklis ir",,2,87,3,P. kara,Izire,600,6.896551724,Aldaru,9,"Latvia, Riga,",Vecrīga Aldaru 9,Vecrīga,"Latvia, Riga, Vecrīga Aldaru 9",2018
82,"Tiek izīrēts patīkams tīrs divistabu dzīvoklis. Visas ērtības, jauna",,2,43,1,Hrušč.,Izire,290,6.744186047,Stendes,1,"Latvia, Riga,",Šampēteris-Pleskodāle Stendes 1,Šampēteris-Pleskodāle,"Latvia, Riga, Šampēteris-Pleskodāle Stendes 1",2018
82,"Хозяин сдает уютную, теплую 2-х комнатную квартиру, в престижном про",,2,56,2,Jaun.,Izire,450,8.035714286,Zolitūdes,46,"Latvia, Riga,",Zolitūde Zolitūdes 46,Zolitūde,"Latvia, Riga, Zolitūde Zolitūdes 46",2018
82,На длительный срок и только порядочным людям сдаётся просторная 2-ко,,2,54,3,119.,Izire,290,5.37037037,Zolitūdes 36k.,1,"Latvia, Riga,",Zolitūde Zolitūdes 36k. 1,Zolitūde,"Latvia, Riga, Zolitūde Zolitūdes 36k. 1",2018
82,Сдаётся квартира после капитального ремонта на долгий срок. Небо,,1,28,6,P. kara,Izire,250,8.928571429,Daugavpils,76,"Latvia, Riga,",Maskavas priekšpilsēta Daugavpils 76,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Daugavpils 76",2018
82,"Сдается однокомнатная квартира, 250€ + коммунальные платежи. Оплата",,1,34,3,104.,Izire,250,7.352941176,Gulbju,22,"Latvia, Riga,",Katlakalns Gulbju 22,Katlakalns,"Latvia, Riga, Katlakalns Gulbju 22",2018
82,Студия. Квартира доступна c 01.12.2018. Закрытая территория. парковк,,1,35,3,Jaun.,Izire,360,10.28571429,Vīksnes,21,"Latvia, Riga,",Imanta Vīksnes 21,Imanta,"Latvia, Riga, Imanta Vīksnes 21",2018
82,Сдается только что отремонтированная квартира. Низкие коммунальные п,,1,20,1,Renov.,Izire,200,10,Krustpils,123A,"Latvia, Riga,",Ķengarags Krustpils 123A,Ķengarags,"Latvia, Riga, Ķengarags Krustpils 123A",2018
83,"Īpašnieks izīrē lielisku, kvalitatīvu un tīru laba plānojuma remontē",,1,29,4,Hrušč.,Izire,250,8.620689655,Aglonas,33,"Latvia, Riga,",Ķengarags Aglonas 33,Ķengarags,"Latvia, Riga, Ķengarags Aglonas 33",2018
83,Tiek izīrēts dzīvoklis Vecrīgas klusajā ieliņā Vecpilsētas. Vienis,,1,30,3,Specpr.,Izire,400,13.33333333,Vecpilsētas,11,"Latvia, Riga,",Vecrīga Vecpilsētas 11,Vecrīga,"Latvia, Riga, Vecrīga Vecpilsētas 11",2018
83,Сдам частично меблированую 2-х (проходная и изолированная) комнатную,,2,48,1,Specpr.,Izire,250,5.208333333,Stopiņu 4,k-1,"Latvia, Riga,",Dārzciems Stopiņu 4 k-1,Dārzciems,"Latvia, Riga, Dārzciems Stopiņu 4 k-1",2018
83,"С мебелью или без. Можно убрать ненужную мебель. Встроенная кухня,",,1,34,7,602.,Izire,200,5.882352941,Kurzemes pr.,142,"Latvia, Riga,",Imanta Kurzemes pr. 142,Imanta,"Latvia, Riga, Imanta Kurzemes pr. 142",2018
84,Сдаётся 1комн. кв. Без посредников. На длительный срок (не менее год,,1,32,9,602.,Izire,230,7.1875,Ilūkstes,8,"Latvia, Riga,",Pļavnieki Ilūkstes 8,Pļavnieki,"Latvia, Riga, Pļavnieki Ilūkstes 8",2018
84,Izīrēju skaistu dzīvokli jaunā projekta ēkā ar mēbelēm un sadzīves t,,1,24,3,Renov.,Izire,239,9.958333333,Kastrānes,1/2,"Latvia, Riga,",Purvciems Kastrānes 1/2,Purvciems,"Latvia, Riga, Purvciems Kastrānes 1/2",2018
84,"Современная и просторная планировка, очень светлая и тёплая. Мебли",,2,55,5,Jaun.,Izire,400,7.272727273,Pūces,45,"Latvia, Riga,",Purvciems Pūces 45,Purvciems,"Latvia, Riga, Purvciems Pūces 45",2018
84,Eco House apartment for rent. Guest room combined with kitchen -22 m,,2,39,1,Renov.,Izire,260,6.666666667,Šampētera,42,"Latvia, Riga,",Šampēteris-Pleskodāle Šampētera 42,Šampēteris-Pleskodāle,"Latvia, Riga, Šampēteris-Pleskodāle Šampētera 42",2018
84,Сдается однокомнатная квартира. Деревянный эко дом старинной застрой,,1,25,1,Renov.,Izire,180,7.2,Daugavpils,72,"Latvia, Riga,",Maskavas priekšpilsēta Daugavpils 72,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Daugavpils 72",2018
85,Квартира сдается на длительный срок платежеспособным арендаторам без,,2,54,6,Jaun.,Izire,340,6.296296296,Kleistu,11/1,"Latvia, Riga,",Imanta Kleistu 11/1,Imanta,"Latvia, Riga, Imanta Kleistu 11/1",2018
85,"Отличном месте - Сдается квартира на длительный срок, без животных.",,1,46,7,104.,Izire,220,4.782608696,Dzelzavas,40,"Latvia, Riga,",Purvciems Dzelzavas 40,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 40",2018
85,Īpašnieks izīrē. Gaišu 3-istabu dzīvokli. Studio tipa virtuve apvi,,3,75,3,Jaun.,Izire,530,7.066666667,Kaivas,50,"Latvia, Riga,",Mežciems Kaivas 50,Mežciems,"Latvia, Riga, Mežciems Kaivas 50",2018
85,Ipašnieks/владелец uz īlgu laiku/на длительный срок Сдаёт 1-к комна,,1,30,3,Specpr.,Izire,160,5.333333333,Ezera,18,"Latvia, Riga,",Mangaļi Ezera 18,Mangaļi,"Latvia, Riga, Mangaļi Ezera 18",2018
85,Izīrē istabas (17 - 25 m2) sešu istabu kopmītņu tipa divstāvu dzīvok,,1,25,3,Staļina,Izire,220,8.8,Bērzpils,67,"Latvia, Riga,",Teika Bērzpils 67,Teika,"Latvia, Riga, Teika Bērzpils 67",2018
